title,desc,link,country
xSeedScore,"As Europe is implementing actions to accelerate its adaptation to the changing climate, it needs to take advantage of artificial intelligence–based technologies which are able to address the complexities surrounding the many dimensions of crop production",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16118380106697508,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Latin America and the Caribbean
"Wikis, Education & Research","""Due to the global pandemic situation, caused by the SARS-CoV-2, the training sessions that were initially scheduled to take place in a face-to-face scenario had to shift to a b-learning modality. This implied the use of video-conference tools (namely Zo",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16104465490711516,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Portugal
Using Artificial Intelligence to provide early detection of sepsis,"Sepsis is a very dangerous condition arising when the body’s response to an infection injures its own tissues and organs, potentially leading to death or significant morbidity. Since these infections are often resistant to antibiotics, they can rapidly l",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115267085984490,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,"Dubai,"
Sensonomic yield systems,"We solve an efficiency problem in agricultural systems, that is how do we do the right activities, at the right location, and at the right time.    Through data fusion of spatial and temporal data we improve the value capture of the crucial first mile in",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16117584005713858,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Italy
Soil Carbon Assessment using Remote Sensing,"Soil carbon content is a key indicator of soil fertility and good farming practices. It is also an indicator of the amount of carbon storing capacity of soils. With Big-Ag moving towards regenerative agriculture, the current practice of collecting and an",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16117590588871658,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Portugal
PocketLabs,"A platform specifically made for made for Stem students who are finding it hard to study for exams without the physical lab apparatus. During the time of Covid-19, the world went into a lockdown, with universities shut, it was difficult for everyone. It’",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16109221332848801,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Zimbabwe
"MOST 3D: MOnitoring traditional orchards (""STreuobstwiesen"") using remote sensing focussing on 3D laserscanning data","The Anthropocene is characterized by climate change, biodiversity loss, and depletion of ecosystem services. In Europe, traditional orchards (Streuobstwiesen) are an important agroecosystem that provide many ecosystem services (e.g. fruit production, pol",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16119459568399165,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,"Federal State of Hesse,"
Intelligent Active Learning Surveillance and Monitoring Platform for Non-Communicable Diseases in Palestine,MEDACINS objective is to replace the current traditional practice of nutrition intervention in the region with a more data-driven approach using Advanced Supervised Machine Learning (ML) algorithms. We established a regional intelligent surveillance and,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115965687437140,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Palestine
Hive-Tech,"3Bee targets small, medium and large beekeepers. By now, the largest part of them is located in Italy, but the plan is to expand to Europe.   The network that has been created is made up of a big variety of realities, ranging from very small family busin",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16120939047010591,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Belgium
INNOLABO,"INNO-LABO is a medical analysis laboratory solution designed primarily to help laboratories organize the various tasks necessary for performing analyzes. The solution takes into account the entire process of biological analysis, that is to say from patie",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116069779953876,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Algeria
Epidemiological Surveillance 4.0,"The main objective of epidemiological surveillance systems is to detect epidemics early, collecting and analyzing information that allows political decision-makers and health professionals to design the corresponding control and monitoring strategies. Th",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115247461934287,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,"San Luis province,"
Emirati School Smart Learning Ecosystem,"The MOE has embarked on an innovative and ambitious project of defining and implementing a complete ecosystem for education, which will target all administrative, teaching and learning activities, and will also include employees, students and parents. Th",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114809087249505,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,United Arab Emirates
Household Water Treatment and Safe Storage Knowledge Base,"CAWST’s Household Water Treatment and Safe Storage (HWTS) Knowledge Base is an interactive, user-friendly, web-based resource centre and mobile app that provides access to open content, downloadable HWTS education, and training resources. Most resources",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113499928000081,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,International
Descriptive Paragraph Facility in Virtual Reality Rehabilitation and Biofeedback System,"In the current era, Virtual Reality (VR) technology is widely used in the field of home-based rehabilitation. Besides that, biofeedback system including electroencephalogram (EEG), electromyogram (EMG) and electrocardiogram (ECG) are employed to keep tra",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112144622564668,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,"Melaka,"
COVID-19 Knowledge and Data Hub,"Only a few hours after WHO announced the COVID-19 as PHEIC in the morning of 31 Jan. 2020 in Beijing time, we (CCIT/CCLH-CAST and IGSNRR/CAS) started the joint action to establish a platform on COVID-19 knowledge and database system based on the hub meth",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16105270942332918,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,China
"International Research, Development and Testing Centre for new equipment, technologies, and services","Now IoT, Industrial Internet (IIoT), Tactile Internet, Information Quantum Technologies, Smart Cities and Communities (SC&C), 5G/IMT-2020 and subsequent generations of communication networks, including 2030 networks (NET-2030), are the basis for sustaina",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16105630052470824,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Eastern Europe
"China Mobile 5G wireless network energy-saving technology research, development and large-scale application","As the world’s largest mobile communications operator, China Mobile’s total power consumption of 2G/3G/4G base stations in 2018 exceeded 14 billion kWh. Because of 5G involves Massive MIMO, high bandwidth, and high transmission power, the power consumpti",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113973174816748,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,China
“Be a Donor - Donate Plasma”,"""The service is intended for all citizens who have been recovered from the novel coronavirus disease, COVID-19, caused by the virus SARS-CoV-2, and who can donate their blood plasma, so as to help in the treatment of newly infected patients. Convalescent",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16111547342892053,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Serbia
Girls and Women Priority Involvement in Scientific Research Initiative,"The main goal of this initiative is to provide access for girls and women to participate in research and to acquire and apply skills and knowledge. The objective of this initiative is to involve girls and women in research in the field of ICT, as well as",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16111495595839767,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Russian Federation
Abu Dhabi Data,"AD Data is an Open Data Platform designed for creating value added services to the Emirate’s Citizens and Residents unlocking potential economic value of inaccessible government data. It has gathered momentum in a short span garnering 630K+ views, 100K d",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115642264156164,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,International
Xiong'an New District Smart Monitoring System Construction Project (Phase I),"The ecological environment intelligent monitoring system project of Xiongan New Area aims to comprehensively improve the ecological environment quality of Xiongan New Area and Baiyangdian area, innovatively integrates the application of 5G technology in",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114923243487945,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,"Xiongan New District,"
Water-Map,"Created in 2019 by the NGO European Water Project, Water-Map pursues the following goals: - Participate and contribute to the reduction of disposable plastic waste by promoting the consumption of tap water rather than that of bottled water. < - Encourage",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112310123805358,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,International
TIP SESSIONS,"A two-pronged solution approach to a community engagement platform: TIP Sessions and Baeru. Both platforms join together to create a hybrid model that focuses on climate action, civic awareness, and sustainable consumption and livelihoods. TIP Sessions i",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116630860291464,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,India
Tarsheed Summer Camp Website,"With Qatar General Electricity and Water Corporation ""KAHRAMAA"" commitment to Qatar Vision 2030 goals for sustainable development, Kahramaa has launched the National Program of Conservation & Energy Efficiency ""Tarsheed"" which encourages and empower all",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112336162222444,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,"Qatar,"
The official web-site of Budgetary Environmental Protection Institution “Mosecomonitoring”,Official website of the Budgetary institution of the Moscow city Government “Mosecomonitoring” (mosecom.mos.ru) was upgraded and resumed functioning in March 2018 as the official source of data on air quality in Moscow. The data on 16 analyzed pollutants,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115721214938066,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,"Moscow,"
refillme,"The eco startup company refillme produces on-tap dispensers for selling household cleaning products such as dishwashing solutions, laundry detergents, and floor cleaner. The process at refillme is simple: we refill empty bottles with household liquids to",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112980052312730,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Kazakhstan
Reduction of water consumption by the citizens of Moscow,"Since 2012, Muscovites have had an opportunity to transmit water and electricity meter readings online through service on the Moscow Mayor web-site Mos.ru, which monthly turn over is 1 million people. In 2021, the service will be significantly modified.",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121167333267117,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,"Moscow,"
Recycle into Education,"As Turkcell, we implemented Recyle into the Education project throughout Turkey in collaboration with TüBISAD (Informatics Industry Association). Electronic waste will be disposed at recycle boxes in all 1335 Turkcell stores, and the income from these pr",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16076102059281867,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Turkey
Prey Lang - It's our forest too,"Since 2007 PLCN has advocated against illegal logging and large-scale, government-sanctioned land grabbing on their ancestral lands. Together with their partners, PLCN has developed an app for smartphones (known as the Prey Lang app), making it easy for",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116629151166420,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,"Prey Lang forest (4 provinces: Kratie, Kampong Thom, Preah Vihear and Stung Treng),"
Integrated waste management software,"Due to the importance of recyclable waste segregation in environmental protection and reduce urban management costs, in collaboration with waste management organization of Mashhad municipality and private sector, ICT organization of Mashhad municipality",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113295896439984,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,"City of Mashhad,"
Next Generation Hyperscale Computing Infrastructure Project,"The next generation hyperscale computing infrastructure project adopts a new type of design and operation method, which is strategically located around megacities to achieve high scalability and cost-effectiveness as well as scale-effect synergies with r",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113188113950993,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Asia and Pacific
FIE20: Groundwater and meteo sensors,The FIE 20 solution utilizes weather forecast and weather model data for visualization of weather forecast on given locality for 7- and 14-days period. It provides visualization of weather model data corrected by measurements to provide information about,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116574305661996,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Czech Republic
Comprehensive system of passive defense and severe crisis management,"The wide range of issues of crisis management and passive defense, given the facilities available in the country, has made development a priority for the city to help in widespread crises. This system is one of the methods of operations research (such as",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115201634888051,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Iran (Islamic Republic of)
Digital Approcahes to Risilience and Adaptation in Jamaica (DARAJA Project),The proposed solution will be a new climate resilience and adaptation methodologies and technologies to improve climate risk management and COVID19 responses  in Jamaica through this program.,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110560775679747,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Jamaica
Huawei & RFCx Nature Guardian Project,"Deforestation accounts for 15%-20% of Global Greenhouse Gas (GHG) emissions, while Illegal logging causes 50%-90% of deforestation worldwide. In response to this global challenge, Huawei has worked together with Rainforest Connection (RFCx) to apply clou",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115924676080035,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Bolivia
Carbon Footprint Calculator,Carbon Footprint Calculator is an application that allows users to calculate their individual carbon dioxide emissions into the Earth's environment. Users take quizzes about their activities and the app provides statistics about their carbon footprint. I,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16117369292385401,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Bulgaria
Sustainable food production in modern cities,"Great system to grow food automatically in places where people are living. Technology of vertical farming. sofwtare and hardware. iFarm innovation is in technology, we are combining together all modern hardware and software developments and researches. i",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16119237169506437,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Eastern Europe
"Telegram bot ""DyikanDos""","Many different digital solutions and products are being created, many books and various information, but farmers do not know about them, and farmers also have many template questions. The telegram bot serves as a tool for providing information to farmers",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16122031506634713,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Kyrgyzstan
Al Nawras,“Al Nawras” is a flight permission and scheduling system and the first aviation approval online system in the Middle East; completely developed and led in-house by women staff members of the Information Systems Directorate in the Ministry (MTT). The proj,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112045204869966,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,International
“Digital region”,"“Digital region” is an ecosystem of 20+ digital solutions, divided into three main product lines: “security”, “manageable city” and “comfortable urban environment”. Currently, we have implemented some 750+ digital products in 70+ regions of Russia. Safet",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16076883923010072,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Russian Federation
B2Climate,Forests sequester carbon and produce oxygen. This makes forests a defender of climate and humankind. That’s why tree planting projects are becoming a priority in international climate policy. Because  the concentration of CO2 in the atmosphere continues,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121246541915366,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Eastern Europe
4G/5G collaborative intelligent energy-saving management,"The power consumption of a single 5G station is about 4 times that of a single 4G station. With the expansion of 5G network construction scale, the energy consumption problem of communication network equipment has become increasingly prominent. As one of",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114815879601965,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,China
SUPERVISION TECHNOLOGY  DIGITAL LAND MONITORING,"Since one of the factors of the well-being of the country and the world as a whole depends on the rational use of agricultural land, the main goal of the project is the inventory and implementation of state control over the use of land. The land monitori",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115507433080267,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Kazakhstan
OLIO,"OLIO is a pioneering peer-2-peer app tackling the problem of food waste in the home & local community. Globally we estimate that households throw away well over $100 billion of food, with a devastating environmental effect due to the incredible amount of",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16118047897552851,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,United Kingdom
Pixofarm,"Category 5 – Food loss and waste / Food safety and traceability Category 3 – Agriculture innovations systems and sustainable farming Pixofarm is a digital solution, which empowers fruit producers worldwide to get the most out of their orchards by providi",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121106566196652,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Austria
"Real-time digital food supply chain auditing, powered by blockchain","Improves food chain traceability, food safety and consumer transparency, while reducing food wastage. The objective is three-fold:  First, to provide end-to-end supply chain traceability to all food chain actors; Second, to leverage new technologies to h",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16119342772249492,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Eastern Europe
Moving Floor Concept,Moving Floor Gotland AB (MF) is a Swedish technology company with a mission to fundamentally improve global animal protein production by increasing yield and reducing emissions and antibiotic use. MF aims to disrupt the animal husbandry industry by bring,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16120220686880600,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Denmark
Leveraging Information and Communication Technology for Irrigated Agricultural Information,"""Our project promotes the use of technology to reduce the face-to-face activity on the ground of the irrigated farmers in Garut (West Java) and Lombok (West Nusa Tenggara). The conventional activities among farmers and extension worker is usually conduct",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110566483215160,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Indonesia
IoT Supply Chain Platform for Animal Feed Industry,"Insylo has developed an IoT sensor for Feed Silo's and a Collaborative Smart Feed Logistic Platform (SFLP) applying ‘Vendor Managed Inventories’ (VMI) principles. The IoT collects volume+environmental data from silos, gathers farms/suppliers’ historical",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16120480228530463,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Spain
"Integrated One Stop Shop for farmers to access finance, markets, inputs, and knowledge","Integrated One Stop Shop for farmers to access finance, markets, inputs, and knowledge. Agrianalytica is a farmer-centric ecosystem, which also offers functionalities for financial institutions, input suppliers, processors, traders/buyers, and agricultur",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16120385158810286,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Estonia
Fresh.Land - Straight from the Farm,Category 1 – Regulatory Frameworks/ Enhanced market access/ Financial services and insurance The model of the food industry is in many ways broken. Moving fruit and vegetables from farm to dinner table can take months as the food travels through a number,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16120951946723900,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Finland
"AI powered, fully automated food waste monitor","By outfitting the (organic) waste bin in restaurants with the Orbisk monitoring equipment (a weighing scale and a intelligent camera unit) and then interpretation by means of AI image recognition technology, we enable absolute frictionless registration o",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121716015924269,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Netherlands
ExactFarming,"Our key solutions include land productivity assessment, agrochemical soil analysis support and VR fertilizer application prescription maps ensuring wise land treatment and soil fertility preservation, as well as satellite monitoring of vegetation making",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121745858574207,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Eastern Europe
Amelioration of Agriculture Advisory services through ICT during Covid 19,"Develop an online platform where Agriculture extension and Advisory services worker can find short messages on good Agriculture practices to share with Smallholder farmers. The online platform is been developed via worldpress, any practician can have acc",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16107022287068348,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Cameroon
Agrotec,We can do all the same as our competitors: • autonomous precision movement across the field  • work of a fleet of robots  • computer vision  • recognition of weeds and diseases  • precision local impact  • analysis of information in the Cloud  • weed con,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16118370762825404,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,"feel free to use,"
AgroSense,AgroSense is a multi-functional digital platform that provides support to farmers and agricultural companies in planning and monitoring the growth of crops and coordinating the agricultural activities in the Republic of Serbia. AgroSense was developed by,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16119097037132974,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Serbia
Agro,"Farm Wise: Smart solution hub to empower smallholder farmers and women in agriculture giving access to dire needed farming tools. The problem: women in farming and smallholder farmers inability or their reduced chances to access farm funding, inputs, far",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121161011407642,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Zimbabwe
Agrisurge Innovation Challenge Competition,Ministry of Information Technology and Telecom (MoIT) along with the Food and Agriculture Organization of UN (FAO) launched a national call for industry 4.0 centric solutions that address the current challenges being faced by the agriculture sector in Pa,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16122080565973519,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Pakistan
AGRISELANA ACCESS TO MARKETS,"South Africa sits in the fortunate position of having a world-class national food system, thus is largely self-sufficient in terms of food production, and will in all likelihood remain so in this pandemic and beyond. While highly productive, the food sys",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112919749027292,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,South Africa
The reBIRTH on the internet (REviver na Rede),"""The reBIRTH on the internet project (REviver na Rede) is an initiative to support online social networks to strengthen new forms of active job search and promote employability, social integration, socialization, and social and digital inclusion in the M",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16104484351146615,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,"Madeira ,"
Our Actions Against Coronavirus (COVID-19),"With the remote working model, technical personnel were enabled to continue their planned work at their home with the remote working model. Remote desktop solution allows them to access everything they need for a productive working day. All the meetings",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16105296409013669,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Turkey
Online quest on safe employment and trafficking prevention ‘Looking for a job? Try yourself!’,"As socioeconomic challenges and psychosocial distress caused by the COVID-19 pandemic make people more vulnerable to trafficking and exploitation, IOM Ukraine developed an innovative online quest to help Ukrainians be better informed about safe travel an",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115830621248739,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Ukraine
Online services : DAMANCOM web space,DAMANCOM is a personal web space that contains various web services dedicated for the self-employed and offering many benefits related to their social security. Once logged in; using the social security number and a randomly generated password by our age,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115714708999771,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Algeria
Foodgrain Procurement Management System – bridging food department with poor farmers of Bangladesh,FPS system is developed & operated jointly by Bangladesh Computer Council (BCC) and Directorate General of Food (DGF) office. It helps DGF and other stakeholders to manage paddy/rice procurement activities throughout the entire procurement process. FPS s,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114687457325189,Category 13 — AL C7. ICT applications: benefits in all aspects of life — E-agriculture,Bangladesh
Online platform for professional training and further employment of specialists with various disabilities,"The platform consists of four main elements: testing and assessment of motivation, pumping-up professional skills, test tasks with mentor support and further employment. On the first stage, real professional level and communications specifics of the spec",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16104450281277013,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,International
Kahramaa Mobile Application - Employee Section,"Qatar General Electricity & Water Corporation "" Kahramaa"" has made employee life much easier by providing most of human resources services in their hand. The aim is to increase the user experience by creating smarter solutions and automotive services. An",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16117371534091032,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,"Qatar,"
MyCroLend- For Small Holder Farmers in Uganda,"m-Omulimisa is an Agritech company that leverages mobile technologies ,farmer networks, and partnerships to provide critically needed agriculture services to smallholder farmers in Uganda. The services are distributed in form micro input loans through a",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16099975579132046,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Uganda
Inmarsat support for seafarers,"""To promote seafarer well-being Inmarsat has formalised a 50% discount for crew voice calling services for three months until the end of June. It is also ensuring that calls made to the SeafarerHelp service provided by welfare organisation ISWAN (Interna",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16108998254122802,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,International
Hi-Potential Leadership Program - HiPo,"STC is a the major digital enabler in the Kingdom of Saudi Arabia, a true digital champion. We are driven by the desire to contribute to the realization of the country’s Vision 2030 through digital transformation. Our values and our everyday practice is",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16119121766569616,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Saudi Arabia
GGateway for Outsourcing Information Technology,"A Palestinian full profit, private IT outsourcing company, and social enterprise is an innovative women-led impact business that maintains a high level of female beneficiaries aims to empower them to be able to transform their lives. GGateway market-driv",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115621550296946,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Palestine
National Wide Recruitment Platform,"The objective of KAWADER platform in to connect Qatar’s rapidly growing population with sustainable employment strategies. ""Kawader"" is a smart, integrated, normative and multi-stakeholder portal. Which aims to provide access to jobs in both the public a",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115711995709164,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Asia and Pacific
Connect an Employee Initiative,"Connect an employee is an initiative developed by BOCRA to encourage Government, Parastatals and Private sector to connect their employees to residential broadband internet. This includes employers paying for monthly residential internet of their employe",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16122058208950379,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Botswana
Future Work Program,HRSD set a plan to utilize all the capabilities of the community by defining new types of jobs. The main characteristics of the new jobs should be resilient to human needs and utilize unused capabilities of society like handicapped and women. The first t,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115722026912861,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Saudi Arabia
Role Management & Mining – RBAC Implementation,"stc Cybersecurity has adopted and implemented the capabilities of Identity Management Governance, which paved the road towards the enablement of role mining and management, thus helped stc to classify and managed the accesses of stc users based on their",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121874442941538,Category 5 — AL C5. Building confidence and security in use of ICTs,"Organization domain,"
DevelopHer Salary Negotiaton Income Share Program,"""DevelopHer is a career development platform founded by Lauren Hasson that offers women in tech a repeatable, scalable framework to build their value, increase their earnings, and bridge the gender wage and opportunity gap.    Lauren launched DevelopHer",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121030384893088,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,United States of America
“My Career” Specialized Employment Center,"""My Career"" is a social opportunities online space, uniting Moscow citizens, socially responsible organizations and industry experts. The center provides a whole range of services to all residents of Moscow. Residents can get assistance in finding vacanc",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121674386187128,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,"Moscow,"
NATIONAL CYBER SECURITY COMPETITION,One of the TCRA’s strategic objective is to protect interests of stakeholders and enhance awareness of their rights and obligations. In order to fulfill the strategic objective TCRA implemented a project called cybersecurity competition. Cybersecurity co,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115519007772723,Category 5 — AL C5. Building confidence and security in use of ICTs,United Republic of Tanzania
Leaf Wallet,"Leaf is bringing the financially excluded into the formal economy by creating a virtual bank for refugees, migrants, and cross border traders. Blockchain backed and accessible from a mobile device, Leaf offers secure storage and transport of assets acros",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116109522415115,Category 5 — AL C5. Building confidence and security in use of ICTs,Democratic Republic of the Congo
Joint Agreement Protecting Subscribers,"The President of UKE together with the Minister of Digital Affairs, NASK and Orange Polska, Polkomtel, P4 and T-Mobile Polska have entered into an agreement on cooperation in the special protection of Internet users against data phishing sites,including",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16104630693340518,Category 5 — AL C5. Building confidence and security in use of ICTs,Poland
